alias_phrase,pattern,type,category,subtype,google_leaf,support_products,dominant_count,precision,confidence,vendor_count,mapping_variants,example_titles
without muffler,\b(?:without\s+muffler)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,23,23,1.0,0.8997,1,1,"MBRP 5"" Armor Lite Turbo Direct Pipe Back Aluminized Exhaust without Muffler 01-04 GM Duramax LB7 | MBRP Armor Lite 4"" DPF Back Aluminized Exhaust Kit without Muffler 07.5-12 Dodge 6.7L Cummins | MBRP Armor Lite 4"" DPF Back Aluminized Exhaust System without Muffler 07.5-10 GM 6.6L Duramax LMM"
ramair intake,\b(?:ramair\s+intake)\b,Cold Air Intakes & Air Filters,Cold Air Intakes & Air Filters,Cold Air Intakes,Motor Vehicle Engine Parts,22,22,1.0,0.8892,1,1,Banks Air Filter For Banks Ram-Air Intake Systems 94-02 Dodge Ram 5.9L Cummins | Ford 7.3/6.4/6.7L Powerstroke | Banks Air Filter for Banks Ram-Air Intake #42180 and #42180-D | 07.5-12 Ram 2500/3500 6.7L Cummins | Banks Power Ram-Air Intake 04.5-05 6.6L Duramax LLY
sumospring solo,\b(?:sumospring\s+solo)\b,Suspension & Steering,Suspension & Steering,Bumpstops,Motor Vehicle Suspension Parts,22,22,1.0,0.8892,1,1,SuperSprings SumoSpring Solo Front Overload Bumpstop 01-10 GM 2500HD/3500 2WD/4WD | SuperSprings SumoSpring Solo Front Overload Bumpstop 05-23 Ford F-250/350/450/550 2WD/4WD | SuperSprings SumoSpring Solo Front Overload Bumpstop 11-23 GM 2500HD/3500 2WD/4WD
alpha hd,\b(?:alpha\s+hd)\b,Suspension & Steering,Suspension & Steering,Air Bags,Motor Vehicle Suspension Parts,25,24,0.96,0.8812,1,2,PacBrake Alpha HD 7500 Rear Air Bag Kit 01-10 GM 3500 2WD/4WD | PacBrake Alpha HD 7500 Rear Air Bag Kit 14-24 Ram 2500 2WD / 4WD | PacBrake Alpha HD 7500 Rear Air Bag Kit 19-24 Ram 3500 2WD / 4WD
dragon fly,\b(?:dragon\s+fly)\b,Fuel Related,Fuel Related,Injector Related,Motor Vehicle Fuel Systems,25,24,0.96,0.8812,1,2,Industrial Injection Dragon Fly / Stock Fuel Injectors 04.5-05 GM 6.6L Duramax LLY | Industrial Injection Dragon Fly / Stock Fuel Injectors 07.5-10 Dodge 6.7L Cummins Cab & Chassis | Industrial Injection Dragon Fly / Stock Fuel Injectors 07.5-12 Dodge/Ram 6.7L Cummins
fuel system full time operation,\b(?:fuel\s+system\s+full\s+time\s+operation)\b,Fuel Related,Fuel Related,Lift Pumps,Motor Vehicle Fuel Systems,21,21,1.0,0.8775,1,1,AFE DFS780 Fuel System (Full Time Operation) 01-10 6.6L GM Duramax | AFE DFS780 Fuel System (Full Time Operation) 03-04.5 Dodge 5.9L  Cummins | AFE DFS780 Fuel System (Full Time Operation) 03-07 Ford 6.0L Powerstroke
seal kit drv pass side,\b(?:seal\s+kit\s+drv\s+pass\s+side)\b,Cab Interior Upgrades & Fixes,Cab Interior Upgrades & Fixes,Weatherstrip,Motor Vehicle Frame & Body Parts,21,21,1.0,0.8775,1,1,Fairchild Belt & Window Channel Weatherstrip Seal Kit | Drv & Pass Side | 88-00 GM 2500HD/3500 | Fairchild Front Door Weatherstrip Seal Kit | Drv & Pass Side | 81-93 Dodge Ram 250/350 | Fairchild Front Door Weatherstrip Seal Kit | Drv & Pass Side | Ext Cab | 07.5-13 GM 2500HD/3500
gph fuel pump,\b(?:gph\s+fuel\s+pump)\b,Fuel Related,Fuel Related,Lift Pumps,Motor Vehicle Fuel Systems,21,21,1.0,0.8775,1,1,PureFlow R4SBC133 Raptor 4G 100 GPH Fuel Pump 01-10 6.6L GM Duramax | PureFlow R4SBC134 Raptor 4G 100 GPH Fuel Pump 11-14 6.6L GM Duramax LML | PureFlow R4SBC136 Raptor 4G 150 GPH Fuel Pump 01-10 GM Duramax
replacement fuel tank,\b(?:replacement\s+fuel\s+tank)\b,Fuel Related,Fuel Related,Fuel Tanks,Motor Vehicle Fuel Systems,21,21,1.0,0.8775,1,1,S&B 40 Gallon After Axle Replacement Fuel Tank 00-10 Ford Powerstroke Cab & Chassis | S&B 40 Gallon After Axle Replacement Fuel Tank 11-16 6.7L Ford Powerstroke Cab & Chassis | S&B 40 Gallon Replacement Fuel Tank 19-22 Winnebago Revel
shank heavy,\b(?:shank\s+heavy)\b,Hitches,Hitches,,Motor Vehicle Engine Parts,21,21,1.0,0.8775,1,1,"Bulletproof Hitch 2.0"" Shank Heavy Duty 10"" Drop/Rise Hitch | Bulletproof Hitch 2.0"" Shank Heavy Duty 12"" Drop/Rise Hitch | Bulletproof Hitch 2.0"" Shank Heavy Duty 14"" Drop/Rise Hitch"
tuning module,\b(?:tuning\s+module)\b,Programmers / Chips / Tuners,Programmers / Chips / Tuners,,Motor Vehicle Power & Electrical Systems,21,21,1.0,0.8775,1,1,EDGE EZ Performance Tuning Module + Insight CTS3 Kit 24-25 GM 6.6L Duramax L5P | EDGE EZ Performance Tuning Module 24-25 GM 6.6L Duramax L5P | Edge 22400 Pulsar Tuning Module 17-19 6.6L GM L5P Duramax
armor lite 5,\b(?:armor\s+lite\s+5)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,24,23,0.9583,0.8714,1,2,"MBRP Armor Lite 5"" Aluminized Steel DPF Back Exhaust 17-26 Ford 6.7L Powerstroke | MBRP Armor Lite 5"" Cat Back Aluminized Exhaust System 04.5-07 Dodge 5.9L Cummins | MBRP Armor Lite 5"" Cat Back Aluminized Exhaust System with Muffler 04.5-07 Dodge 5.9L Cummins"
dfs780 fuel system,\b(?:dfs780\s+fuel\s+system)\b,Fuel Related,Fuel Related,Lift Pumps,Motor Vehicle Fuel Systems,24,23,0.9583,0.8714,1,2,AFE DFS780 Fuel System (Boost Activated) 01-10 6.6L GM Duramax | AFE DFS780 Fuel System (Boost Activated) 03-07 Ford 6.0L Powerstroke | AFE DFS780 Fuel System (Boost Activated) 05-10 5.9L|Dodge 6.7L Cummins
exhaust system without muffler,\b(?:exhaust\s+system\s+without\s+muffler)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,20,20,1.0,0.8647,1,1,"MBRP Armor Lite 4"" DPF Back Aluminized Exhaust System without Muffler 07.5-10 GM 6.6L Duramax LMM | MBRP Armor Lite 4"" DPF Back Aluminized Exhaust System without Muffler 08-10 Ford 6.4L Powerstroke | MBRP Armor Lite 4"" Turbo Back Aluminized Exhaust System without Muffler 03-07 Ford 6.0L Powerstroke"
mesa 2 5 series,\b(?:mesa\s+2\s+5\s+series)\b,Suspension & Steering,Suspension & Steering,Shocks / Coilovers,Motor Vehicle Suspension Parts,20,20,1.0,0.8647,1,1,"ADS Mesa 2.5 Series Front Coilover Shocks With Eibach Springs 09-18 Ram 1500 0.0"" - 2.5"" Of Lift | ADS Mesa 2.5 Series Front Coilover Shocks With Eibach Springs 14-20 Ford F150 0.0"" - 2.0"" Of Lift | ADS Mesa 2.5 Series Front Coilover Shocks With Eibach Springs 19-23 GM 1500 0.0"" - 2.0"" Of Lift"
titanium signature series plus,\b(?:titanium\s+signature\s+series\s+plus)\b,Fuel Related,Fuel Related,Lift Pumps,Motor Vehicle Fuel Systems,20,20,1.0,0.8647,1,1,FASS Fuel Systems Titanium Signature Series Plus 110GPH 16-19 Nissan 5.0L Cummins | FASS Fuel Systems Titanium Signature Series Plus Lift Pump 01-10 GM 6.6L Duramax LB7/LLY/LBZ/LMM | FASS Fuel Systems Titanium Signature Series Plus Lift Pump 01-16 GM 6.6L Duramax LB7/LLY/LBZ/LMM/LML
master overhaul kit,\b(?:master\s+overhaul\s+kit)\b,Axles & Differentials,Axles & Differentials,Differential Rebuild Kits,Motor Vehicle Transmission & Drivetrain Parts,20,20,1.0,0.8647,1,1,"Yukon Master Overhaul Kit 08-10 Ford SuperDuty F-250 / F-350 SRW | Yukon Master Overhaul Kit 11-19 Ford F-250 / 11-16 Ford F-350 SRW Ford 10.5"" | Yukon Master Overhaul Kit 11-19 GM / 11-18 Ram 11.5"""
pushrods set of,\b(?:pushrods\s+set\s+of)\b,Engine Components,Engine Components,Tappets / Push Rods,Motor Vehicle Engine Parts,20,20,1.0,0.8647,1,1,"Manton 1/2"" Diameter Series 3 Pushrods (Set of 12) 98.5-18 Dodge 5.9L / 6.7L Cummins | Manton 1/2"" Diameter Series 5 Pushrods (Set of 12) 98.5-18 Dodge 5.9L / 6.7L Cummins | Manton 11/32"" Diameter Series 3 Pushrods (Set of 16) 03-07 6.0L Ford Powerstroke"
street dual disc,\b(?:street\s+dual\s+disc)\b,Manual Transmission,Manual Transmission,Dual Disc Clutches,Motor Vehicle Transmission & Drivetrain Parts,20,20,1.0,0.8647,1,1,South Bend Clutch Organic Street Dual Disc 00-05 Dodge 5.9L Cummins NV5600 6 Speed | South Bend Clutch Organic Street Dual Disc 05.5-18 5.9L / 6.7L Cummins G56 6 Speed | South Bend Clutch Organic Street Dual Disc Getrag Clutch 89-93 Dodge 5.9L Cummins
performance intercooler,\b(?:performance\s+intercooler)\b,Intercoolers / Radiators / Condensers,Intercoolers / Radiators / Condensers,Intercoolers,Motor Vehicle Engine Parts,20,20,1.0,0.8647,1,1,Mishimoto Air-to-Water Performance Intercooler 11-16 Ford 6.7L Powerstroke | Mishimoto Air-to-Water Performance Intercooler 17-23 Ford 6.7L Powerstroke | Mishimoto Air-to-Water Performance Intercooler Kit 11-23 Ford 6.7L Powerstroke
steel dpfback,\b(?:steel\s+dpfback)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,20,20,1.0,0.8647,1,1,"AFE ATLAS 5"" Aluminized Steel DPF-Back Exhaust System 08-10 Ford 6.4L Powerstroke | AFE ATLAS 5"" Aluminized Steel DPF-Back Exhaust System 15-16 Ford 6.4L Powerstroke | AFE ATLAS 5"" Aluminized Steel DPF-Back Exhaust System 2016 GM 6.6L LML Duramax"
signature series plus lift pump,\b(?:signature\s+series\s+plus\s+lift\s+pump)\b,Fuel Related,Fuel Related,Lift Pumps,Motor Vehicle Fuel Systems,19,19,1.0,0.8504,1,1,FASS Fuel Systems Titanium Signature Series Plus Lift Pump 01-10 GM 6.6L Duramax LB7/LLY/LBZ/LMM | FASS Fuel Systems Titanium Signature Series Plus Lift Pump 01-16 GM 6.6L Duramax LB7/LLY/LBZ/LMM/LML | FASS Fuel Systems Titanium Signature Series Plus Lift Pump 05-18 Ram 5.9L/6.7L | 21-24 Ram 6.7L
titanium signature series plus lift,\b(?:titanium\s+signature\s+series\s+plus\s+lift)\b,Fuel Related,Fuel Related,Lift Pumps,Motor Vehicle Fuel Systems,19,19,1.0,0.8504,1,1,FASS Fuel Systems Titanium Signature Series Plus Lift Pump 01-10 GM 6.6L Duramax LB7/LLY/LBZ/LMM | FASS Fuel Systems Titanium Signature Series Plus Lift Pump 01-16 GM 6.6L Duramax LB7/LLY/LBZ/LMM/LML | FASS Fuel Systems Titanium Signature Series Plus Lift Pump 05-18 Ram 5.9L/6.7L | 21-24 Ram 6.7L
gallon replacement fuel tank,\b(?:gallon\s+replacement\s+fuel\s+tank)\b,Fuel Related,Fuel Related,Fuel Tanks,Motor Vehicle Fuel Systems,19,19,1.0,0.8504,1,1,"S&B 40 Gallon Replacement Fuel Tank 19-22 Winnebago Revel | S&B 45 Gallon Replacement Fuel Tank 19-22 2.1/3.0L Mercedes Sprinter 144/170"" Wheelbase | S&B 47 Gallon Replacement Fuel Tank 07-18 2.0/3.0L Mercedes Sprinter 144/170"" Wheelbase"
aluminized turbo back,\b(?:aluminized\s+turbo\s+back)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,19,19,1.0,0.8504,1,1,"Diamond Eye 4"" Aluminized Turbo Back Duals 00-03 7.3L Ford Powerstroke | Diamond Eye 4"" Aluminized Turbo Back Duals 98.5-02 Dodge 5.9L Cummins K4214A | Diamond Eye 4"" Aluminized Turbo Back Duals with Stock Cat 94-97 7.3L Ford Powerstroke K4308A"
ddc wheels forged,\b(?:ddc\s+wheels\s+forged)\b,Wheel & Tire,Wheel & Tire,Wheels,Automotive Rims & Wheels,19,19,1.0,0.8504,1,1,"DDC Wheels Forged Black/Milled Mesh 20""x8.25"" Wheel Set  11-23 GM 3500 Dually | DDC Wheels Forged Black/Milled Mesh 20""x8.25"" Wheel Set 94-18 Ram 3500 | 92-10 GM 3500 Dually | DDC Wheels Forged Black/Milled Mesh 22""x8.25"" Wheel Set  11-23 GM 3500 Dually"
front suspension,\b(?:front\s+suspension)\b,Suspension & Steering,Suspension & Steering,Bumpstops,Motor Vehicle Suspension Parts,19,19,1.0,0.8504,1,1,Timbren Active Off-Road Front Suspension Bump Stops 16-22 Chevy Colorado / GM Canyon 4WD | Timbren DDF974A SES Front Suspension Bump Stops 94-23 Dodge Ram 2500/3500 2WD | Timbren DF25004B SES Front Suspension Bump Stops 94-22 Ram 2500 / 3500 4WD
window channel,\b(?:window\s+channel)\b,Cab Interior Upgrades & Fixes,Cab Interior Upgrades & Fixes,Weatherstrip,Motor Vehicle Frame & Body Parts,19,19,1.0,0.8504,1,1,"Fairchild Belt & Window Channel Weatherstrip Seal Kit | Drv & Pass Side | 88-00 GM 2500HD/3500 | Fairchild Belt, Door, & Window Channel Weatherstrip Seal Kit 88-00 GM 2500HD/3500 | Fairchild Belt, Door, and Window Channel Weatherstrip Kit | Drv & Pass Side | 87-97 Ford F-250/F-350"
allison conversion stage 1 transmission,\b(?:allison\s+conversion\s+stage\s+1\s+transmission)\b,Automatic Transmission,Automatic Transmission,Transmission Packages,Motor Vehicle Transmission & Drivetrain Parts,18,18,1.0,0.8347,1,1,ATS Allison Conversion Stage 1 Transmission 07.5-09 Ram 6.7L Cummins Aisin AS68RC 2WD | ATS Allison Conversion Stage 1 Transmission 07.5-09 Ram 6.7L Cummins Aisin AS68RC 4WD | ATS Allison Conversion Stage 1 Transmission 10-12 Ram 6.7L Cummins Aisin AS68RC 2WD
allison conversion stage 2 transmission,\b(?:allison\s+conversion\s+stage\s+2\s+transmission)\b,Automatic Transmission,Automatic Transmission,Transmission Packages,Motor Vehicle Transmission & Drivetrain Parts,18,18,1.0,0.8347,1,1,ATS Allison Conversion Stage 2 Transmission 07.5-09 Ram 6.7L Cummins Aisin AS68RC 2WD | ATS Allison Conversion Stage 2 Transmission 07.5-09 Ram 6.7L Cummins Aisin AS68RC 4WD | ATS Allison Conversion Stage 2 Transmission 10-12 Ram 6.7L Cummins Aisin AS68RC 2WD
allison conversion stage 3 transmission,\b(?:allison\s+conversion\s+stage\s+3\s+transmission)\b,Automatic Transmission,Automatic Transmission,Transmission Packages,Motor Vehicle Transmission & Drivetrain Parts,18,18,1.0,0.8347,1,1,ATS Allison Conversion Stage 3 Transmission 07.5-09 Ram 6.7L Cummins Aisin AS68RC 2WD | ATS Allison Conversion Stage 3 Transmission 07.5-09 Ram 6.7L Cummins Aisin AS68RC 4WD | ATS Allison Conversion Stage 3 Transmission 10-12 Ram 6.7L Cummins Aisin AS68RC 2WD
allison conversion stage 4 transmission,\b(?:allison\s+conversion\s+stage\s+4\s+transmission)\b,Automatic Transmission,Automatic Transmission,Transmission Packages,Motor Vehicle Transmission & Drivetrain Parts,18,18,1.0,0.8347,1,1,ATS Allison Conversion Stage 4 Transmission 07.5-09 Ram 6.7L Cummins Aisin AS68RC 2WD | ATS Allison Conversion Stage 4 Transmission 07.5-09 Ram 6.7L Cummins Aisin AS68RC 4WD | ATS Allison Conversion Stage 4 Transmission 10-12 Ram 6.7L Cummins Aisin AS68RC 2WD
allison conversion stage 5 transmission,\b(?:allison\s+conversion\s+stage\s+5\s+transmission)\b,Automatic Transmission,Automatic Transmission,Transmission Packages,Motor Vehicle Transmission & Drivetrain Parts,18,18,1.0,0.8347,1,1,ATS Allison Conversion Stage 5 Transmission 07.5-09 Ram 6.7L Cummins Aisin AS68RC 2WD | ATS Allison Conversion Stage 5 Transmission 07.5-09 Ram 6.7L Cummins Aisin AS68RC 4WD | ATS Allison Conversion Stage 5 Transmission 10-12 Ram 6.7L Cummins Aisin AS68RC 2WD
momentum hd cold air intake,\b(?:momentum\s+hd\s+cold\s+air\s+intake)\b,Cold Air Intakes & Air Filters,Cold Air Intakes & Air Filters,Cold Air Intakes,Motor Vehicle Engine Parts,18,18,1.0,0.8347,1,1,AFE Momentum HD Cold Air Intake 16-19 Nissan Titan XD 5.0L Cummins | AFE Momentum HD Cold Air Intake 17-19 GM 6.6L Duramax L5P | AFE Momentum HD Cold Air Intake 18-21 Ford 3.0L Powerstroke
xpressor oer series new replacement,\b(?:xpressor\s+oer\s+series\s+new\s+replacement)\b,Turbos & Accessories,Turbos & Accessories,Complete Turbos,Motor Vehicle Engine Parts,18,18,1.0,0.8347,1,1,XDP Xpressor OER Series New Replacement GTP38 Turbo 99.5-03 Ford 7.3L Powerstroke | XDP Xpressor OER Series New Replacement GTP38 Turbo Early 1999 Ford 7.3L Powerstroke | XDP Xpressor OER Series New Replacement HE300VG Turbo With Actuator 13-18 Ram 6.7L Cummins
belt weatherstrip seal,\b(?:belt\s+weatherstrip\s+seal)\b,Cab Interior Upgrades & Fixes,Cab Interior Upgrades & Fixes,Weatherstrip,Motor Vehicle Frame & Body Parts,18,18,1.0,0.8347,1,1,Fairchild Belt Weatherstrip Seal Kit | Inner & Outer | Drv & Pass Side | 81-93 Dodge Ram 250/350 | Fairchild Belt Weatherstrip Seal Kit | Inner & Outer | Drv & Pass Side | 94-02 Dodge Ram 2500/3500 | Fairchild Belt Weatherstrip Seal Kit | Inner & Outer | Drv or Pass Side | 81-93 Dodge Ram 250/350
quietcast brake rotor,\b(?:quietcast\s+brake\s+rotor)\b,Brakes,Brakes,Brake Pads,Motor Vehicle Braking,18,18,1.0,0.8347,1,1,Bosch QuietCast Brake Rotor Front 01-10 GM 2500HD/3500 4WD | Bosch QuietCast Brake Rotor Front 03-04 Ford F250/F350 2WD | Bosch QuietCast Brake Rotor Front 03-08 Dodge 2500/3500 4WD
ramair intake system,\b(?:ramair\s+intake\s+system)\b,Cold Air Intakes & Air Filters,Cold Air Intakes & Air Filters,Cold Air Intakes,Motor Vehicle Engine Parts,18,18,1.0,0.8347,1,1,Banks Power Ram-Air Intake System 01-04 6.6L LB7 GM Duramax | Banks Power Ram-Air Intake System 03-07 6.0L Ford Powerstroke | Banks Power Ram-Air Intake System 03-07 Dodge 5.9L Cummins
ses front suspension,\b(?:ses\s+front\s+suspension)\b,Suspension & Steering,Suspension & Steering,Bumpstops,Motor Vehicle Suspension Parts,18,18,1.0,0.8347,1,1,Timbren DDF974A SES Front Suspension Bump Stops 94-23 Dodge Ram 2500/3500 2WD | Timbren DF25004B SES Front Suspension Bump Stops 94-22 Ram 2500 / 3500 4WD | Timbren DF25004E SES Front Suspension Bump Stops 14-23 Ram 2500/3500 2WD/4WD
steel dpfback exhaust,\b(?:steel\s+dpfback\s+exhaust)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,18,18,1.0,0.8347,1,1,"AFE ATLAS 5"" Aluminized Steel DPF-Back Exhaust System 08-10 Ford 6.4L Powerstroke | AFE ATLAS 5"" Aluminized Steel DPF-Back Exhaust System 15-16 Ford 6.4L Powerstroke | AFE ATLAS 5"" Aluminized Steel DPF-Back Exhaust System 2016 GM 6.6L LML Duramax"
bd towmaster,\b(?:bd\s+towmaster)\b,Automatic Transmission,Automatic Transmission,Transmission Packages,Motor Vehicle Transmission & Drivetrain Parts,18,18,1.0,0.8347,1,1,BD TowMaster 47RE ProForce Transmission & Torque Converter 00-02 Dodge 5.9L Cummins | BD TowMaster 47RH Transmission & Converter 94-95 Dodge 5.9L Cummins | BD TowMaster 5R110 Transmission & Torque Converter Package 03-04 6.0L Ford Powerstroke
converter package,\b(?:converter\s+package)\b,Automatic Transmission,Automatic Transmission,Transmission Packages,Motor Vehicle Transmission & Drivetrain Parts,18,18,1.0,0.8347,1,1,BD Performance 4R100 Transmission & Torque Converter Package 99-03 7.3L Ford Powerstroke | BD Performance 6R140 Roadmaster Transmission & Converter Package 11-16 Ford 6.7L Powerstroke | BD Performance 6R140 Roadmaster Transmission & Converter Package 17-19 Ford 6.7L Powerstroke
designed for,\b(?:designed\s+for)\b,Hitches,Hitches,,Motor Vehicle Towing,18,18,1.0,0.8347,1,1,"Weigh Safe 180 Drop Hitch | Designed for use with 2"" Receiver Hitch | Weigh Safe 180 Drop Hitch | Designed for use with 2.5"" Receiver Hitch | Weigh Safe 180 Drop Hitch | Designed for use with 3"" Receiver Hitch"
diameter series,\b(?:diameter\s+series)\b,Engine Components,Engine Components,Tappets / Push Rods,Motor Vehicle Engine Parts,18,18,1.0,0.8347,1,1,"Manton 1/2"" Diameter Series 3 Pushrods (Set of 12) 98.5-18 Dodge 5.9L / 6.7L Cummins | Manton 1/2"" Diameter Series 5 Pushrods (Set of 12) 98.5-18 Dodge 5.9L / 6.7L Cummins | Manton 11/32"" Diameter Series 3 Pushrods (Set of 16) 03-07 6.0L Ford Powerstroke"
scorcher hd,\b(?:scorcher\s+hd)\b,Programmers / Chips / Tuners,Programmers / Chips / Tuners,,Motor Vehicle Power & Electrical Systems,18,18,1.0,0.8347,1,1,AFE 77-42012 Scorcher HD Module 14-18 3.0L Ram 1500 EcoDiesel | AFE 77-43042 Scorcher HD Module 20-25 Ford 6.7L Powerstroke | AFE Scorcher HD Module 16-19 Nissan Titan XD 5.0L Cummins
2 5 performance smooth body,\b(?:2\s+5\s+performance\s+smooth\s+body)\b,Suspension & Steering,Suspension & Steering,Shocks / Coilovers,Motor Vehicle Suspension Parts,17,17,1.0,0.8173,1,1,"FOX 2.5 Performance Smooth Body IFP HTO Front & Rear 2-4"" Lift Shock Package 20-23 Jeep Gladiator JT | FOX 2.5 Performance Smooth Body IFP HTO Front & Rear Shock Package 0-6"" Lift 20-24 GM 6.6L Duramax | FOX 2.5 Performance Smooth Body IFP HTO Front & Rear Shock Package 0-8"" Lift 17-24 Ford 6.7L Powerstroke"
5 performance smooth body ifp,\b(?:5\s+performance\s+smooth\s+body\s+ifp)\b,Suspension & Steering,Suspension & Steering,Shocks / Coilovers,Motor Vehicle Suspension Parts,17,17,1.0,0.8173,1,1,"FOX 2.5 Performance Smooth Body IFP HTO Front & Rear 2-4"" Lift Shock Package 20-23 Jeep Gladiator JT | FOX 2.5 Performance Smooth Body IFP HTO Front & Rear Shock Package 0-6"" Lift 20-24 GM 6.6L Duramax | FOX 2.5 Performance Smooth Body IFP HTO Front & Rear Shock Package 0-8"" Lift 17-24 Ford 6.7L Powerstroke"
performance smooth body ifp hto,\b(?:performance\s+smooth\s+body\s+ifp\s+hto)\b,Suspension & Steering,Suspension & Steering,Shocks / Coilovers,Motor Vehicle Suspension Parts,17,17,1.0,0.8173,1,1,"FOX 2.5 Performance Smooth Body IFP HTO Front & Rear 2-4"" Lift Shock Package 20-23 Jeep Gladiator JT | FOX 2.5 Performance Smooth Body IFP HTO Front & Rear Shock Package 0-6"" Lift 20-24 GM 6.6L Duramax | FOX 2.5 Performance Smooth Body IFP HTO Front & Rear Shock Package 0-8"" Lift 17-24 Ford 6.7L Powerstroke"
black hd high output,\b(?:black\s+hd\s+high\s+output)\b,Electrical Components,Electrical Components,Alternators,Motor Vehicle Power & Electrical Systems,17,17,1.0,0.8173,1,1,XDP XD348 Wrinkle Black HD High Output Alternator 03-05 Ford 6.0L Powerstroke | XDP XD349 Wrinkle Black HD High Output Alternator 06-07 Ford 6.0L Powerstroke | XDP XD350 Wrinkle Black HD High Output Alternator 11-19 GM 6.6L Duramax
front door weatherstrip,\b(?:front\s+door\s+weatherstrip)\b,Cab Interior Upgrades & Fixes,Cab Interior Upgrades & Fixes,Weatherstrip,Motor Vehicle Frame & Body Parts,17,17,1.0,0.8173,1,1,Fairchild Front Door Weatherstrip Seal Kit | Drv & Pass Side | 81-93 Dodge Ram 250/350 | Fairchild Front Door Weatherstrip Seal Kit | Drv & Pass Side | Ext Cab | 07.5-13 GM 2500HD/3500 | Fairchild Front Door Weatherstrip Seal Kit | Drv & Pass Side | Quad Cab | 98-99 Dodge Ram 2500/3500
magnum flow air,\b(?:magnum\s+flow\s+air)\b,Cold Air Intakes & Air Filters,Cold Air Intakes & Air Filters,Air Filters,Motor Vehicle Engine Parts,17,17,1.0,0.8173,1,1,AFE Magnum FLOW Air Filter 06-16 GM 6.6L Duramax Van | AFE Magnum FLOW Air Filter 20-23 Jeep Wrangler (JL) 3.0L EcoDiesel | AFE Magnum FLOW Air Filter 89-92 Dodge/Ram 5.9L Cummins
stainless steel dpfback,\b(?:stainless\s+steel\s+dpfback)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,17,17,1.0,0.8173,1,1,"AFE Large Bore-HD 3"" Stainless Steel DPF-Back Exhaust 20-23 Jeep Wrangler JL 3.0L EcoDiesel | AFE Large Bore-HD 4"" 409 Stainless Steel DPF-Back Dual Exhaust 2016 GM 6.6L Duramax LML | AFE Large Bore-HD 4"" 409 Stainless Steel DPF-Back Exhaust 07.5-12 Ram 6.7L Cummins"
